Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",DESCRIPTION OF FACTS CAUSING DISENGAGEMENT
APPLE INC.,AVT030,5/23/2022,2T2BGMCA8GC008505,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/23/2022,2T2BGMCA9HC019126,No,Yes,Test Driver,Highway,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/23/2022,2T2BGMCA9HC019126,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/23/2022,2T2BGMCA9HC019126,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/23/2022,2T2BGMCA9HC019126,No,Yes,Test Driver,Street,"The ADS generated a motion plan that would have placed the vehicle in an incorrect location on the roadway, requiring the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/23/2022,2T2BGMCA9HC019126,No,Yes,Test Driver,Street,"The ADS developed a motion plan to remain stationary, requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/23/2022,2T2BGMCA7GC007068,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/23/2022,2T2BGMCA7GC007068,No,Yes,Test Driver,Street,"The ADS generated a motion plan that would have placed the vehicle in an incorrect location on the roadway, requiring the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/23/2022,2T2BGMCA7GC007068,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/23/2022,2T2BGMCAXGC006416,No,Yes,Test Driver,Street,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/23/2022,2T2BGMCA0HC014753,No,Yes,AV System,Street,The ADS initiated a disengagement due to a diagnosed issue with the motion plan.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,5/23/2022,2T2BGMCA0HC014753,No,Yes,AV System,Street,The ADS initiated a disengagement due to a diagnosed issue with the motion plan.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,5/23/2022,2T2BGMCA0HC014753,No,Yes,AV System,Street,The ADS initiated a disengagement due to a diagnosed issue with the motion plan.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,5/23/2022,2T2BGMCA0HC014753,No,Yes,AV System,Street,The ADS initiated a disengagement due to a diagnosed issue with the motion plan.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,5/23/2022,2T2BGMCA8HC019540,No,Yes,Test Driver,Street,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/23/2022,2T2BGMCA8HC019540,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/23/2022,2T2BGMCA8HC019540,No,Yes,AV System,Street,The ADS initiated a disengagement due to a diagnosed hardware issue.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,5/24/2022,2T2BGMCA0GC007400,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/24/2022,2T2BGMCA5HC019432,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/24/2022,2T2BGMCA8GC008505,No,Yes,Test Driver,Street,"The test vehicle sensor field of view was obstructed, preventing the adequate perception of the surrounding environment and requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/24/2022,2T2BGMCA8GC008505,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/24/2022,2T2BGMCA8GC008505,No,Yes,Test Driver,Street,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/24/2022,2T2BGMCA7GC007068,No,Yes,Test Driver,Street,"The ADS generated a motion plan that would have placed the vehicle in an incorrect location on the roadway, requiring the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/24/2022,2T2BGMCA7GC007068,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/24/2022,2T2BGMCA7GC007068,No,Yes,Test Driver,Street,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/24/2022,2T2BGMCA7GC007068,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/24/2022,2T2BGMCA7GC007068,No,Yes,Test Driver,Street,"The test vehicle sensor field of view was obstructed, preventing the adequate perception of the surrounding environment and requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/24/2022,2T2BGMCA9HC019126,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/24/2022,2T2BGMCA9HC019126,No,Yes,Test Driver,Street,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,5/24/2022,2T2BGMCA9HC019126,No,Yes,Test Driver,Street,"The ADS generated a motion plan that would have placed the vehicle in an incorrect location on the roadway, requiring the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/24/2022,2T2BGMCA9HC019126,No,Yes,Test Driver,Street,"The ADS generated a motion plan that would have placed the vehicle in an incorrect location on the roadway, requiring the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/24/2022,2T2BGMCA8HC019540,No,Yes,AV System,Highway,The ADS initiated a disengagement due to a diagnosed hardware issue.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,5/24/2022,2T2BGMCAXGC006416,No,Yes,Test Driver,Street,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/24/2022,2T2BGMCA8HC019540,No,Yes,Test Driver,Street,"The ADS generated a motion plan that would have placed the vehicle in an incorrect location on the roadway, requiring the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/24/2022,2T2BGMCA8HC019540,No,Yes,AV System,Street,The ADS initiated a disengagement due to a diagnosed issue with the motion plan.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,5/24/2022,2T2BGMCAXHC020026,No,Yes,AV System,Street,The ADS initiated a disengagement due to a diagnosed hardware issue.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,5/25/2022,2T2BGMCA0HC014753,No,Yes,Test Driver,Street,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/25/2022,2T2BGMCA8GC008505,No,Yes,Test Driver,Street,"The ADS generated a motion plan that did not meet expectations of providing courtesy to other road users, leading the Safety Driver to disengage.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/25/2022,2T2BGMCA8GC008505,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/25/2022,2T2BGMCA8GC008505,No,Yes,Test Driver,Street,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/25/2022,2T2BGMCA5HC019818,No,Yes,Test Driver,Street,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
APPLE INC.,AVT030,5/25/2022,2T2BGMCA5HC019818,No,Yes,Test Driver,Highway,"The ADS incorrectly perceived an element in the surrounding environment, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/25/2022,2T2BGMCA5HC019818,No,Yes,Test Driver,Street,"The ADS incorrectly predicted the behavior of another road user, which resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle."
APPLE INC.,AVT030,5/25/2022,2T2BGMCA5HC019818,No,Yes,Test Driver,Street,A discrepancy in the onboard map resulted in a motion plan requiring disengagement by the Safety Driver.  The Safety Driver was able to safely take control of the vehicle.
