Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",DESCRIPTION OF FACTS CAUSING DISENGAGEMENT,
EASYMILE,AVT058,2021-07-22 / 15:09:17,VJRD1A10224000022,No,Yes,AV System - Emergency Stop,Street,The software detected an inanimate object in the AV's path and triggered an Estop,
EASYMILE,AVT058,2021-07-22 / 15:09:29,VJRD1A10224000022,No,Yes,AV System - Emergency Stop,Street,"A collision hazard in the environment ahead was detected by the software, which triggered an Estop",
EASYMILE,AVT058,2021-07-23 / 12:09:36,VJRD1A10224000022,No,Yes,AV System - Emergency Stop,Street,"A collision hazard in the environment ahead was detected by the software, which triggered an Estop",
EASYMILE,AVT058,2021-07-23 / 13:38:46,VJRD1A10224000022,No,Yes,AV System - Emergency Stop,Street,The software detected an inanimate object in the AV's path and triggered an Estop,
EASYMILE,AVT058,2021-07-28 / 16:12:46,VJRD1A10224000022,No,Yes,AV System - Emergency Stop,Street,The software detected an inanimate object in the AV's path and triggered an Estop,
EASYMILE,AVT058,2021-07-03 / 11:33:13,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-03 / 11:33:26,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-03 / 11:52:28,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-03 / 12:02:30,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-03 / 12:44:25,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-03 / 13:31:18,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-03 / 13:57:24,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-07 / 12:06:51,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-07 / 12:19:09,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-07 / 12:36:05,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-07 / 12:36:24,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-07 / 12:39:35,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-07 / 13:17:06,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-07 / 14:28:13,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-07 / 15:13:00,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-07 / 15:53:25,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-08 / 12:24:58,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-08 / 12:25:01,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-08 / 12:25:10,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-08 / 12:25:17,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-08 / 12:25:21,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-08 / 12:25:22,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-08 / 12:25:27,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-08 / 12:25:37,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-08 / 12:30:35,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-08 / 15:18:07,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-08 / 15:31:11,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-08 / 15:37:29,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-08 / 15:51:26,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-09 / 11:53:26,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-09 / 13:52:39,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-09 / 14:44:27,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-15 / 10:53:48,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-15 / 10:53:51,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-15 / 10:53:57,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-15 / 10:54:03,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-15 / 10:54:06,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-15 / 11:02:16,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-15 / 11:02:31,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-15 / 11:02:36,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-15 / 11:08:33,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-22 / 12:53:01,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-23 / 13:56:51,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-23 / 13:57:10,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
EASYMILE,AVT058,2021-07-23 / 14:09:33,VJRD1A10224000022,No,Yes,Test Driver - Soft Stop,Street,The Test Driver saw an inanimate obstacle ahead and preemtively triggered a soft stop,
GATIK AI INC.,AVT054,01/09/2021,NM0GS9F26K1412410,No,Yes,Test Driver,Street,Motion/Behaviour planning discrepancy; On city road in heavy traffic with cloudy sky during day,
GATIK AI INC.,AVT054,01/24/2021,NM0GS9F26K1412410,No,Yes,AV System,Street,Perception discrepancy; On city road in moderate traffic with light rain during day,
GATIK AI INC.,AVT054,02/07/2021,NM0GS9F26K1412410,No,Yes,AV System,Street,Hardware discrepancy or system fault; On city road in light traffic with clear sky during day,
GATIK AI INC.,AVT054,02/07/2021,NM0GS9F26K1412410,No,Yes,Test Driver,Street,Reckless Agent/Road User; Prediction discrepancy; On city road in heavy traffic with clear sky during day,
GATIK AI INC.,AVT054,03/17/2021,NM0GS9F26K1412410,No,Yes,AV System,Street,Motion/Behaviour planning discrepancy; On city road in heavy traffic with cloudy sky during night,
GATIK AI INC.,AVT054,04/11/2021,NM0GS9F26K1412410,No,Yes,AV System,Street,Perception discrepancy; On city road in heavy traffic with cloudy sky during dusk,
IMAGRY INC.,AVT061,11/4/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Not stopping at intersection due to inaccurate path planning,Planning
IMAGRY INC.,AVT061,11/4/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Not stopping at stop sign due to inaccurate path planning,Planning
IMAGRY INC.,AVT061,11/5/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Inaccurate lane-keeping due to inaccurate path planning,Planning
IMAGRY INC.,AVT061,11/5/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Inaccurate lane-keeping due to inaccurate path planning,Planning
IMAGRY INC.,AVT061,11/5/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Not stopping for stop sign due to inaccurate path planning,Planning
IMAGRY INC.,AVT061,11/5/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Not stopping at red traffic light due to incorrect traffic light selection,Perception
IMAGRY INC.,AVT061,11/5/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Inaccurate lane-keeping due to inaccurate path planning,Planning
IMAGRY INC.,AVT061,11/5/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,"Vehicle driver took over for safety. Inaccurate lane-keeping, too close to oncoming car due to inaccurate path planning",Planning
IMAGRY INC.,AVT061,11/5/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Inaccurate lane-keeping due to inaccurate path planning,Planning
IMAGRY INC.,AVT061,11/5/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Late deceleration for pedestrian due to inaccurate path planning,Planning
IMAGRY INC.,AVT061,11/5/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Late deceleration for red traffic light due to incorrect traffic light selection,Perception
IMAGRY INC.,AVT061,11/6/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Not stopping for stop sign due to inaccurate path planning,Planning
IMAGRY INC.,AVT061,11/6/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Inaccurate lane-keeping due to inaccurate path planning,Planning
IMAGRY INC.,AVT061,11/8/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Inaccurate lane-keeping due to inaccurate path planning,Planning
IMAGRY INC.,AVT061,11/8/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,"Vehicle driver took over for safety. Inaccurate lane-keeping, too close to oncoming car due to inaccurate path planning",Planning
IMAGRY INC.,AVT061,11/8/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Inaccurate lane-keeping due to inaccurate path planning,Planning
IMAGRY INC.,AVT061,11/8/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Inaccurate lane-keeping due to inaccurate path planning,Planning
IMAGRY INC.,AVT061,11/8/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Inaccurate lane-keeping due to inaccurate path planning,Planning
IMAGRY INC.,AVT061,11/8/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Inaccurate lane-keeping due to inaccurate path planning,Planning
IMAGRY INC.,AVT061,11/8/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Not stopping for stop sign due to inaccurate path planning,Planning
IMAGRY INC.,AVT061,11/8/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Inaccurate lane-keeping due to inaccurate path planning,Planning
IMAGRY INC.,AVT061,11/8/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Not stopping at red traffic light due to incorrect traffic light selection,Perception
IMAGRY INC.,AVT061,11/8/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Not stopping for red traffic light due to inaccurate path planning,Planning
IMAGRY INC.,AVT061,11/8/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,"Vehicle driver took over for safety. Inaccurate lane-keeping, too close to oncoming car due to inaccurate path planning",Planning
IMAGRY INC.,AVT061,11/9/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Incorrect swerve for static object due to weak object detection,Perception
IMAGRY INC.,AVT061,11/9/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,"Vehicle driver took over for safety. Stopped too close to other car, can't overtake due to weak object detection",Perception
IMAGRY INC.,AVT061,11/9/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Late deceleration for stop sign due to inaccurate path planning,Planning
IMAGRY INC.,AVT061,11/9/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Not stopping for pedestrian due to weak object detection,Perception
IMAGRY INC.,AVT061,11/9/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Not stopping for red traffic light due to inaccurate path planning,Planning
IMAGRY INC.,AVT061,11/9/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Not stopping for red traffic light due to inaccurate path planning,Planning
IMAGRY INC.,AVT061,11/10/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Incorrect swerve for static object due to weak object detection,Perception
IMAGRY INC.,AVT061,11/11/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Not stopping at red traffic light due to incorrect traffic light selection,Perception
IMAGRY INC.,AVT061,11/11/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Late deceleration at stop sign due to inaccurate path planning,Planning
IMAGRY INC.,AVT061,11/11/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Inaccurate lane-keeping due to inaccurate path planning,Planning
IMAGRY INC.,AVT061,11/12/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Incorrect lane-switching due to inaccurate path planning,Planning
IMAGRY INC.,AVT061,11/12/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,"Vehicle driver took over for safety. Late deceleration for red traffic light, too close to bike lane due to inaccurate path planning",Planning
IMAGRY INC.,AVT061,11/14/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Incorrect driving path at intersection due to inaccurate path planning,Planning
IMAGRY INC.,AVT061,11/14/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Late deceleration for stop sign due to inaccurate path planning,Planning
IMAGRY INC.,AVT061,11/14/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Late deceleration for stop sign due to inaccurate path planning,Planning
IMAGRY INC.,AVT061,11/14/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Late deceleration for traffic light intersection due to weak road perception,Perception
IMAGRY INC.,AVT061,11/14/21,KNDCB3LC0J5177246,No,Yes,Test Driver,Street,Vehicle driver took over for safety. Late deceleration for stop sign and traffic light intersection due to weak road perception,Perception
